rank,uid,nickname,company,net_value,equity,net_profit,profit_rate,max_drawdown,credit_score,total_fee,option_profit,start_date,update_date,start_equity,source
289,37929,红,徽商期货,1.0,2125.77,0.0,0.0,0.0,84.23,0.0,0.0,2026-01-05,2026-02-24,2125.77,niumoney
289,39632,牛熊对话888,安粮期货,1.0,579.0,0.0,0.0,0.0,84.23,0.0,0.0,2026-01-05,2026-02-24,579.0,niumoney
289,41110,CGH天泉证道,中辉期货,1.0,1898.23,0.0,0.0,0.0,84.23,0.0,0.0,2026-01-05,2026-02-13,1898.23,niumoney
289,40261,冬眠熊熊2,上海中期,1.0,1552.77,0.0,0.0,0.0,84.23,0.0,0.0,2026-01-06,2026-02-24,1552.77,niumoney
289,41699,期货量化艺术家,中辉期货,1.0,0.0,0.0,0.0,0.0,84.23,0.0,0.0,2026-01-06,2026-02-24,0.0,niumoney
289,40420,cc1,长安期货,1.0,0.6,0.0,0.0,0.0,84.23,0.0,0.0,2026-01-05,2026-02-24,0.6,niumoney
289,35875,期货盈利,徽商期货,1.0,205.78,0.0,0.0,0.0,84.23,0.0,0.0,2026-01-05,2026-02-24,205.78,niumoney
289,40598,遇见更好自己,长安期货,1.0,4847.14,0.0,0.0,0.0,84.23,0.0,0.0,2026-01-05,2026-02-24,4847.14,niumoney
307,41617,夜夜侑妹,光大期货,1.0,10.73,0.0,0.0,0.0,84.23,0.0,0.0,2026-01-05,2026-02-24,1765.73,niumoney
307,40250,逝去的亮光,永安期货,1.0,0.0,0.0,0.0,0.0,84.23,0.0,0.0,2026-01-05,2026-02-24,0.0,niumoney
307,41697,上山打老虎,美尔雅期货,1.0,547.47,0.0,0.0,0.0,84.23,0.0,0.0,2026-01-06,2026-02-13,547.47,niumoney
307,40592,传道书资本,东航期货,1.0,1.98,0.0,0.0,0.0,84.23,0.0,0.0,2026-01-06,2026-02-24,1.98,niumoney
307,42264,Natty,中衍期货,1.0,88.0,0.0,0.0,0.0,84.23,0.0,0.0,2026-01-05,2026-02-24,88.0,niumoney
307,41202,AK财神爷,光大期货,1.0,1.06,0.0,0.0,0.0,84.23,0.0,0.0,2026-01-05,2026-02-13,1.06,niumoney
307,37669,王丹,申银万国,1.0,2260.05,0.0,0.0,0.0,84.23,0.0,0.0,2026-01-05,2026-02-25,2260.05,niumoney
307,38492,哈爱好哈,海通期货,1.0,0.0,0.0,0.0,0.0,84.23,0.0,0.0,2026-01-08,2026-02-25,0.0,niumoney
307,41218,3392,鸿海期货,1.0,4858.58,0.0,0.0,0.0,84.23,0.0,0.0,2026-01-05,2026-02-13,4858.58,niumoney
307,41072,在路上1,安粮期货,1.0,104.57,0.0,0.0,0.0,84.23,0.0,0.0,2026-01-06,2026-02-24,104.57,niumoney
307,40144,积胜,一德期货,1.0,2100.88,0.0,0.0,0.0,84.23,0.0,0.0,2026-01-06,2026-02-24,2100.88,niumoney
307,41660,毛丑秋秋,宝城期货,1.0,2560.81,0.0,0.0,0.0,84.23,0.0,0.0,2026-01-06,2026-02-24,2560.81,niumoney
307,40290,泽璇套利1号,广发期货,1.0,6711.14,0.0,0.0,0.0,84.23,0.0,0.0,2026-01-05,2026-02-24,6711.14,niumoney
307,41803,洼盈固收二号,招金期货,1.0,1111.0,0.0,0.0,0.0,84.23,0.0,0.0,2026-01-07,2026-02-24,1111.0,niumoney
307,35268,千寻财富（募）,美尔雅期货,1.0,100.0,0.0,0.0,0.0,84.23,0.0,0.0,2026-01-05,2026-02-24,100.0,niumoney
307,40508,红兰,国贸期货,1.0,1001.23,0.0,0.0,0.0,84.23,0.0,0.0,2026-01-05,2026-02-24,28900.0,niumoney
307,42124,绿野仙踪1,国元海勤,1.0,1001.0,0.0,0.0,0.0,84.23,0.0,0.0,2026-01-05,2026-02-12,1001.0,niumoney
307,36415,期海任我行,海通期货,1.0,1095.28,0.0,0.0,0.0,84.23,0.0,0.0,2026-01-05,2026-02-25,1095.28,niumoney
325,41517,大文,徽商期货,1.0,605.28,0.0,0.0,0.0,84.23,0.0,0.0,2026-01-05,2026-02-24,605.28,niumoney
325,40235,陪你地老天荒,宝城期货,1.0,1001.0,0.0,0.0,0.0,84.23,0.0,0.0,2026-01-05,2026-02-24,1001.0,niumoney
325,41689,浪漫双鱼xu,东吴期货,1.0,1022.54,0.0,0.0,0.0,84.23,0.0,0.0,2026-01-06,2026-02-13,1022.54,niumoney
325,34151,飞羽,美尔雅期货,1.0,100.0,0.0,0.0,0.0,84.23,0.0,0.0,2026-01-05,2026-02-25,100.0,niumoney
325,40345,旭冕铸剑,建信期货,1.0,1420.03,0.0,0.0,0.0,84.23,0.0,0.0,2026-01-05,2026-02-24,1420.03,niumoney
325,40800,10010,招金期货,1.0,100.24,0.0,0.0,0.0,84.23,0.0,0.0,2026-01-05,2026-02-24,100.24,niumoney
325,41651,毛丑花花,宝城期货,1.0,1001.8,0.0,0.0,0.0,84.23,0.0,0.0,2026-01-05,2026-02-10,1001.8,niumoney
325,40453,悠然白云间,招金期货,1.0,0.19,0.0,0.0,0.0,84.23,0.0,0.0,2026-01-05,2026-02-24,0.19,niumoney
325,36018,可豪小帅,安粮期货,1.0,0.0,0.0,0.0,0.0,84.23,0.0,0.0,2026-01-06,2026-02-13,0.0,niumoney
325,40693,sc_杰登,申银万国,1.0,302000.0,0.0,0.0,0.0,84.23,0.0,0.0,2026-01-06,2026-02-24,1979.78,niumoney
325,38026,CooLGiEE,新湖期货,1.0,1001.99,0.0,0.0,0.0,84.23,0.0,0.0,2026-01-05,2026-02-24,1001.99,niumoney
325,42135,魔都小笨二,国泰君安,1.0,28600.0,0.0,0.0,54.01,81.19,0.0,0.0,2026-01-06,2026-02-24,28600.0,niumoney
325,38710,天空,华安期货,1.0,38.94,0.0,0.0,0.0,84.23,0.0,0.0,2026-01-05,2026-02-25,38.94,niumoney
325,40988,捷报,东证期货,1.0,167.65,0.0,0.0,0.0,84.23,0.0,0.0,2026-01-07,2026-02-24,167.65,niumoney
325,39638,知行合一不忘初心,徽商期货,1.0,362.0,0.0,0.0,0.0,84.23,0.0,0.0,2026-01-05,2026-02-13,362.0,niumoney
325,41111,懂得,华鑫期货,1.0,36.47,0.0,0.0,0.0,84.23,0.0,0.0,2026-01-05,2026-02-24,36.47,niumoney
325,40328,恒泰永成,永安期货,1.0,2754.85,0.0,0.0,0.0,84.23,0.0,0.0,2026-01-05,2026-02-24,2754.85,niumoney
325,36392,知难行易,光大期货,1.0,1094.4,0.0,0.0,0.0,84.23,0.0,0.0,2026-01-05,2026-02-25,1094.4,niumoney
343,40598,遇见更好自己,长安期货,1.0,4847.14,0.0,0.0,0.0,84.23,0.0,0.0,2026-01-05,2026-02-24,4847.14,niumoney
343,42274,势的念,冠通期货,1.0,103.07,0.0,0.0,0.0,84.23,0.0,0.0,2026-01-05,2026-02-24,103.07,niumoney
343,37352,陈笑荷,国元海勤,1.0,0.0,0.0,0.0,0.0,84.23,0.0,0.0,2026-01-07,2026-02-25,0.0,niumoney
343,40832,深圳美好,宝城期货,1.0,1001.0,0.0,0.0,0.0,84.23,0.0,0.0,2026-01-05,2026-02-11,1001.0,niumoney
343,41161,时空猎手,徽商期货,1.0,839.1,0.0,0.0,0.0,84.23,0.0,0.0,2026-01-05,2026-02-24,839.1,niumoney
343,40160,一只小蜜蜂1,国贸期货,1.0,13200.0,0.0,0.0,0.0,84.23,0.0,0.0,2026-01-05,2026-02-24,13200.0,niumoney
343,41664,毛丑蓉蓉,宝城期货,1.0,1040.99,0.0,0.0,0.0,84.23,0.0,0.0,2026-01-05,2026-02-24,1040.99,niumoney
343,40298,三难,首创期货,1.0,1010.77,0.0,0.0,0.0,84.23,0.0,0.0,2026-01-05,2026-02-24,1010.77,niumoney
343,41846,顺天赢,东吴期货,1.0,0.0,0.0,0.0,0.0,84.23,0.0,0.0,2026-01-05,2026-02-24,0.0,niumoney
343,35306,forxeon合肥,徽商期货,1.0,168.15,0.0,0.0,0.0,84.23,0.0,0.0,2026-01-05,2026-02-24,168.15,niumoney
343,40523,步步为营,长安期货,1.0,0.0,0.0,0.0,0.0,84.23,0.0,0.0,2026-01-05,2026-02-24,0.0,niumoney
343,42134,稳定舒适,迈科期货,1.0,8.14,0.0,0.0,0.0,84.23,0.0,0.0,2026-01-05,2026-02-24,8.14,niumoney
343,36573,交易为生,国贸期货,1.0,1177.17,0.0,0.0,0.0,84.23,0.0,0.0,2026-01-05,2026-02-25,1177.17,niumoney
343,37690,天梦神蝉,弘业期货,1.0,1001.83,0.0,0.0,0.0,84.23,0.0,0.0,2026-01-06,2026-02-25,1001.83,niumoney
344,38743,趋势太极拳,安粮期货,1.2874,118100.0,-6.04,28.74,11.34,88.4,49.34,0.0,2026-01-05,2026-02-25,86100.0,niumoney
345,41840,舞行,东证期货,0.0,0.0,-10.69,-100.0,100.0,61.6,10.62,0.0,2026-01-05,2026-02-13,0.27,niumoney
346,39784,Kilimanjaro,华安期货,0.995,8028.52,-40.0,-0.5,17.33,82.54,0.0,0.0,2026-01-05,2026-02-24,11500.0,niumoney
347,41073,花死不能复生,华鑫期货,0.9673,1943.17,-65.6,-3.27,4.16,81.74,8.4,0.0,2026-01-05,2026-02-13,2028.77,niumoney
361,40320,阿黄2018,长安期货,0.7838,391.92,-108.08,-21.62,72.46,72.82,2.06,0.0,2026-01-05,2026-02-13,0.0,niumoney
362,42315,金石开,金元期货,1.0653,57400.0,-326.52,6.53,3.89,86.45,181.52,0.0,2026-01-05,2026-01-12,17700.0,niumoney
363,40743,住在公园里,华安期货,0.0779,2.05,-374.42,-92.21,95.91,63.61,234.42000000000002,-6860.0,2026-02-13,2026-02-24,34.47,niumoney
364,40556,海阔天空2,广州期货,0.9962,18000.0,-375.28,-0.38,5.24,83.35,830.28,0.0,2026-01-05,2026-02-24,18400.0,niumoney
365,41701,同步法则,渤海期货,0.724,3036.45,-375.87,-27.6,56.55,71.23,180.68,0.0,2026-01-19,2026-02-24,10100.0,niumoney
366,41935,追梦方寸山,华融期货,0.4646,345.52,-406.81,-53.54,53.56,67.46,0.0,7.61,2026-01-06,2026-02-13,759.83,niumoney
367,40651,过河卒,华安期货,0.98,30700.0,-422.08,-2.0,2.0,82.49,6.04,0.0,2026-01-06,2026-02-24,20800.0,niumoney
368,42116,常先生,华安期货,0.0,0.01,-554.53,-100.0,100.0,61.44,1.51,-1400.0,2026-02-04,2026-02-24,45.48,niumoney
369,41329,文进,华安期货,0.0034,0.99,-555.62,-99.66,99.66,61.8,76.68,-282.5,2026-01-05,2026-02-24,5.11,niumoney
370,37830,奇获99,中国国际,0.7803,1014.29,-652.59,-21.97,22.02,73.78,1.6,0.61,2026-01-05,2026-02-24,2966.88,niumoney
371,40941,小小90后,徽商期货,0.9268,8329.93,-657.47,-7.32,7.53,78.58,32.47,0.0,2026-01-05,2026-02-24,8987.4,niumoney
372,35750,南宁-老五,安粮期货,1.275,11700.0,-670.72,27.5,24.31,87.91,14.76,0.0,2026-01-05,2026-02-24,10300.0,niumoney
373,39743,低调男,徽商期货,0.9795,36800.0,-768.55,-2.05,7.4,81.58,10.45,0.0,2026-01-05,2026-02-12,37600.0,niumoney
374,40754,种子投资,金友期货,0.9264,10800.0,-791.53,-7.36,16.63,77.65,0.51,-530.0,2026-01-05,2026-02-13,9878.78,niumoney
375,42156,旧人换新人,国海良时,0.8958,24300.0,-803.35,-10.42,61.22,74.84,100.41,-2197.5,2026-01-05,2026-02-13,22900.0,niumoney
376,40322,郭先生,徽商期货,0.106,100.24,-845.0,-89.4,89.4,63.8,0.0,0.0,2026-01-05,2026-02-24,100.24,niumoney
377,37833,奇远,宁波杉立,0.7614,2869.04,-899.0,-23.86,48.04,71.94,6.4,0.0,2026-01-05,2026-02-24,3768.04,niumoney
378,38358,蕃茄炒蛋,东航期货,0.9781,40199.99999999999,-910.65,-2.19,6.03,81.21,53.15,0.0,2026-01-05,2026-02-25,42000.0,niumoney
379,38533,宽客2018,中财期货,0.0,0.0,-1009.73,-100.0,100.0,60.7,0.0,0.0,2026-01-05,2026-02-25,1009.73,niumoney
380,39331,专心专意,中投天琪,0.0193,20.0,-1015.99,-98.07,98.07,62.13,0.0,0.0,2026-01-05,2026-02-25,1035.99,niumoney
381,41610,养家不易,金友期货,0.0317,93.46,-1116.6,-96.83,97.45,62.41,18.189999999999998,-265.0,2026-01-09,2026-02-13,445.06,niumoney
382,41777,陈辉文,大越期货,1.0962,27500.0,-1127.87,9.62,21.11,84.96,35.7,0.0,2026-01-05,2026-02-24,19600.0,niumoney
383,41240,众心之心,华安期货,0.4159,53.79,-1142.74,-58.41,83.89,65.84,33.47,-1180.0,2026-01-05,2026-02-24,36.53,niumoney
384,41015,小桥流水,华鑫期货,0.8312,5000.0,-1163.85,-16.88,23.41,73.98,30.12,0.0,2026-01-05,2026-02-24,3003.85,niumoney
385,35269,肖恩,中辉期货,1.4032,7775.18,-1229.74,40.32,18.72,92.39,665.72,0.0,2026-01-05,2026-02-25,8882.68,niumoney
386,40329,胶水,长安期货,0.7804,5209.46,-1465.77,-21.96,21.96,73.31,127.71,0.0,2026-01-05,2026-02-24,7022.66,niumoney
387,41038,孤独,招金期货,0.9466,26400.0,-1487.46,-5.34,7.41,79.22,124.08,0.0,2026-01-05,2026-02-24,27799.999999999996,niumoney
388,35749,客隆,恒泰期货,0.8937,12700.0,-1543.47,-10.63,20.13,75.88,9.15,0.0,2026-01-06,2026-02-24,13899.999999999998,niumoney
389,41096,大基本先生,华鑫期货,0.8703,18700.0,-1721.05,-12.97,14.23,75.71,9.04,0.0,2026-01-06,2026-02-24,10.65,niumoney
390,35661,5477,徽商期货,0.854,10200.0,-1724.16,-14.6,22.32,74.45,9.3,0.0,2026-01-05,2026-02-24,13000.0,niumoney
391,34272,APM,东航期货,0.1923,428.13,-1798.02,-80.77,80.77,63.84,3.02,0.0,2026-01-05,2026-02-24,2226.15,niumoney
392,40892,棋有此理,华鑫期货,7.9955,2168.48,-1878.5,699.55,95.37,90.68,598.0,-20.0,2026-01-06,2026-02-13,18.98,niumoney
393,40537,沧海一粟9527,首创期货,0.9324,26500.0,-1882.32,-6.76,10.16,78.2,96.63,0.0,2026-01-05,2026-02-24,33400.0,niumoney
394,41954,mm110331,徽商期货,0.0724,158.12,-2025.0,-92.76,96.73,62.07,0.0,-2025.0,2026-01-27,2026-02-24,158.12,niumoney
395,41616,夜夜有妹,方正中期,4.6336,23.97,-2113.57,363.36,74.91,90.68,95.72,112.76,2026-01-05,2026-02-13,1753.54,niumoney
396,38268,天使爱美丽,中辉期货,0.715,5556.53,-2215.29,-28.5,29.78,70.52,390.79,0.0,2026-01-06,2026-02-25,7777.36,niumoney
397,40542,萌动天下,长安期货,0.5502,0.29,-2249.16,-44.98,52.32,67.79,118.66,-6240.0,2026-01-05,2026-02-24,243.51,niumoney
398,40596,Danson,国贸期货,0.6085,1050.64,-2355.0,-39.15,59.91,68.06,5.0,2610.0,2026-01-05,2026-02-24,6015.64,niumoney
399,42117,很好玩,国金期货,0.1586,3289.25,-2382.05,-84.14,88.11,63.19,99.5,-1165.0,2026-01-05,2026-02-24,1351.79,niumoney
400,41593,远来,华安期货,0.9273,0.47,-2528.14,-7.27,7.27,77.67,346.04999999999995,0.0,2026-01-16,2026-02-24,34800.0,niumoney
401,40326,理想,长安期货,1.1293,32100.0,-2554.42,12.93,17.41,84.78,40.38,0.0,2026-01-05,2026-02-24,17700.0,niumoney
402,37659,jack_xx,瑞龙期货,1.0315,5872.11,-2595.34,3.15,36.07,79.44,0.0,0.0,2026-01-05,2026-02-25,5727.11,niumoney
403,40339,一碗馄饨面,长安期货,0.5029,2831.37,-2799.04,-49.71,49.71,66.75,16.32,0.0,2026-01-07,2026-02-24,5770.41,niumoney
404,42103,冲锋号1号,渤海期货,0.9025,26700.0,-2882.98,-9.75,9.85,76.43,26.65,83.67,2026-01-05,2026-02-24,29600.0,niumoney
405,41030,十年磨剑,华鑫期货,0.949,54500.0,-2931.49,-5.1,13.37,78.3,31.49,0.0,2026-01-05,2026-02-24,57400.0,niumoney
406,40438,花猫,创元期货,0.5888,3414.5,-2971.18,-41.12,84.54,67.1,127.57,156.21,2026-01-05,2026-02-24,6885.68,niumoney
407,41599,心向大海,申银万国,0.9632,78000.0,-2975.97,-3.68,16.62,78.71,270.67,0.0,2026-01-05,2026-02-24,81800.0,niumoney
408,41061,红城,招金期货,0.6341,1252.42,-2983.57,-36.59,44.78,68.44,89.75,3650.0,2026-01-05,2026-02-24,7891.17,niumoney
409,40562,小人物,长安期货,0.4812,0.66,-2993.47,-51.88,100.0,64.67,63.05,0.0,2026-01-05,2026-02-24,5770.13,niumoney
410,40967,rose_007,华鑫期货,0.5366,98.78,-3095.41,-46.34,51.49,67.04,468.66,0.0,2026-01-05,2026-02-24,6377.59,niumoney
411,40608,活着就好,东航期货,0.8342,16400.0,-3269.27,-16.58,16.58,73.76,43.87,-175.0,2026-01-05,2026-02-24,19200.0,niumoney
412,40064,再见了队长,安粮期货,1.1306,18500.0,-3296.03,13.06,20.86,84.23,193.96,104.0,2026-01-05,2026-02-13,15400.0,niumoney
413,39052,稳中求进,国金期货,0.9847,229000.0,-3567.33,-1.53,2.67,80.68,633.9,0.0,2026-01-05,2026-02-25,232500.0,niumoney
414,40771,孤冢幽魂,东航期货,0.9604,86800.0,-3575.5,-3.96,7.78,78.93,975.33,0.0,2026-01-05,2026-02-24,90399.99999999999,niumoney
415,38222,笑看风云,徽商期货,1.1614,17600.0,-3944.93,16.14,24.07,84.74,3116.36,0.0,2026-01-05,2026-02-25,101199.99999999999,niumoney
416,40850,九地HA,华安期货,0.7202,11000.0,-4284.37,-27.98,44.26,69.38,631.06,519.0,2026-01-05,2026-02-12,15100.0,niumoney
417,40484,无人值守,东航期货,0.9852,294400.0,-4415.19,-1.48,8.11,80.3,345.24,0.0,2026-01-07,2026-02-24,311200.0,niumoney
418,42087,云三单,中衍期货,0.7686,16200.000000000002,-4430.74,-23.14,23.14,71.33,107.36,0.0,2026-01-05,2026-02-24,14100.0,niumoney
419,41926,Quenson_7se,长江期货,0.7388,12800.0,-4515.69,-26.12,30.74,70.36,392.21,82.27,2026-01-05,2026-02-24,17300.0,niumoney
420,40903,柒乐量化,南华期货,0.9244,14300.0,-4973.58,-7.56,12.42,76.02,391.36,0.0,2026-01-05,2026-02-24,121500.0,niumoney
421,40387,等势,长安期货,0.5322,4764.2,-5097.97,-46.78,46.78,66.53,5.47,0.0,2026-01-05,2026-02-24,7332.19,niumoney
422,41075,昨日寒,招金期货,0.538,8020.37,-5510.45,-46.2,57.64,66.47,1397.88,0.0,2026-01-05,2026-02-13,9070.82,niumoney
423,41958,和棋,恒泰期货,0.7206,14500.0,-5630.5,-27.94,37.27,69.5,750.5,0.0,2026-01-05,2026-02-24,153.18,niumoney
424,42060,奇获进取2号,华泰长城,0.9794,0.0,-6166.37,-2.06,2.38,79.87,1231.37,0.0,2026-01-05,2026-02-13,3548.89,niumoney
425,40402,碧水东流,华安期货,0.7276,46900.00000000001,-6322.71,-27.24,47.52,69.38,600.43,0.0,2026-01-05,2026-02-13,21000.0,niumoney
426,39971,期货小甜甜,华安期货,0.6376,11299.999999999998,-6412.52,-36.24,36.24,68.2,188.53,0.0,2026-01-05,2026-02-24,17700.0,niumoney
427,40220,范范1,长安期货,0.8708,17900.0,-6415.64,-12.92,12.92,74.45,995.6399999999999,25400.0,2026-02-10,2026-02-24,49700.0,niumoney
428,42174,羊扬羏,华闻期货,1.3331,17500.0,-6493.33,33.31,65.23,84.92,592.84,-39500.0,2026-01-06,2026-02-24,45400.0,niumoney
429,40262,黑皮,长安期货,0.2183,2412.0,-7223.93,-78.17,87.27,62.47,117.52000000000001,0.0,2026-01-07,2026-02-13,1697.76,niumoney
430,38404,再十年,中衍期货,1.0164,19100.0,-7270.94,1.64,24.65,75.83,9.6,0.0,2026-01-05,2026-02-25,18800.0,niumoney
431,38782,炒客1,创元期货,0.9287,125.98,-7674.0,-7.13,12.11,0.0,49.0,23300.0,2026-02-12,2026-02-24,16100.000000000002,niumoney
432,42266,福哥0385,徽商期货,0.3405,9195.7,-8177.76,-65.95,91.22,62.68,156.11,0.0,2026-01-06,2026-02-24,7136.48,niumoney
433,42295,凯歌,国贸期货,0.8712,7583.04,-8405.48,-12.88,49.13,72.62,90.28,0.0,2026-01-05,2026-02-13,8433.79,niumoney
434,39605,地平线,华泰长城,0.1045,6341.71,-8765.17,-89.55,89.97,61.4,412.57,0.0,2026-01-06,2026-02-24,14100.0,niumoney
435,39695,Neb,广发期货,0.8658,39000.0,-9292.94,-13.42,25.37,72.74,882.74,0.0,2026-01-06,2026-02-13,63400.0,niumoney
436,40319,稻花乡,长安期货,1.1847,10900.0,-9368.38,18.47,12.04,85.35,529.98,0.0,2026-01-05,2026-02-24,11600.0,niumoney
437,35748,趋势太极拳安,徽商期货,1.1516,88500.0,-10100.0,15.16,22.68,82.6,67.74,0.0,2026-01-05,2026-02-25,61600.0,niumoney
438,41746,新的征程,西南期货,0.4968,4880.25,-10600.0,-50.32,59.27,64.76,373.71,4495.0,2026-01-06,2026-02-13,0.71,niumoney
439,35702,交易为生,新世纪期货,0.9267,199800.0,-12000.0,-7.33,7.47,76.51,247.48,-9247.5,2026-01-05,2026-02-25,149700.0,niumoney
440,36687,坚如磐石,万达期货,0.9258,27300.0,-12700.0,-7.42,39.24,74.8,154.67,0.0,2026-01-07,2026-02-25,60700.0,niumoney
441,40215,无言,中辉期货,0.9275,174700.0,-14000.0,-7.25,14.67,75.53,84.58,0.0,2026-01-07,2026-02-11,188800.0,niumoney
442,38534,安达,中财期货,0.9352,27200.000000000004,-14500.0,-6.48,25.64,76.85,460.99,0.0,2026-01-05,2026-02-25,12400.0,niumoney
443,42100,简一,华安期货,0.7728,102000.0,-15000.0,-22.72,53.73,69.36,3428.14,488.0,2026-01-06,2026-02-24,85100.0,niumoney
444,41621,得一,中粮期货,0.9586,27400.000000000004,-16299.999999999998,-4.14,84.17,74.57,1671.84,0.0,2026-01-05,2026-02-24,61800.0,niumoney
445,40912,骑牛回家,瑞龙期货,0.5259,571.68,-16400.0,-47.41,82.37,64.41,1204.9,2600.0,2026-01-05,2026-02-24,30200.0,niumoney
446,38430,飞翎田勇,大越期货,0.8428,86300.00000000001,-16500.0,-15.72,29.66,71.74,667.48,2345.0,2026-01-06,2026-02-24,126400.0,niumoney
447,40628,正合程序化,徽商期货,0.9529,339300.0,-16800.0,-4.71,4.71,77.51,138.09,0.0,2026-01-05,2026-02-24,356000.0,niumoney
448,36321,珠海轻舟,东航期货,0.901,188500.0,-17600.0,-9.9,13.21,74.25,837.11,0.0,2026-01-06,2026-02-24,140500.0,niumoney
449,39663,魔王,徽商期货,0.6701,31100.0,-17800.0,-32.99,37.46,67.46,3425.13,0.0,2026-01-05,2026-02-24,68200.0,niumoney
450,40776,裸K均线,金石期货,0.6836,37800.0,-17800.0,-31.64,39.15,67.61,150.17,0.0,2026-01-05,2026-02-13,53300.0,niumoney
451,38963,先亏为敬,徽商期货,0.0066,2930.04,-18000.0,-99.34,99.34,58.85,2143.48,7229.3,2026-01-05,2026-02-25,2900.73,niumoney
452,41898,江海劲松,徽商期货,0.9474,385700.0,-21400.0,-5.26,21.08,75.77,2503.7,-57600.0,2026-01-05,2026-02-13,224100.0,niumoney
453,40847,金曜辉,东航期货,0.3761,20400.0,-21800.0,-62.39,94.73,62.03,70.35,-3645.0,2026-01-06,2026-02-24,4885.86,niumoney
454,41624,红云,永安期货,1.1454,18200.0,-25600.0,14.54,39.75,81.9,117.8,0.0,2026-01-06,2026-02-24,16200.000000000002,niumoney
455,40494,四叶草之春,徽商期货,20.6563,25800.0,-28600.0,1965.63,57.09,89.26,1132.8,0.0,2026-01-06,2026-02-24,100.02,niumoney
456,40273,趋势之狼,华安期货,0.7417,97100.00000000001,-30500.0,-25.83,27.09,69.18,0.0,0.0,2026-01-05,2026-02-24,115900.0,niumoney
457,40432,Junker Liu,申银万国,0.7339,224200.00000000003,-31300.0,-26.61,38.56,68.52,633.02,0.0,2026-01-06,2026-02-24,152000.0,niumoney
458,40655,老D,上海中期,0.8395,42600.0,-32300.0,-16.05,18.86,71.86,250.45,0.0,2026-01-05,2026-02-12,50700.0,niumoney
459,40412,清风飞雨,长安期货,0.0784,16200.000000000002,-34800.0,-92.16,92.16,60.03,408.58,0.0,2026-01-06,2026-02-24,20000.0,niumoney
460,41006,穆教练,招金期货,0.5333,100200.0,-35700.0,-46.67,67.2,64.47,9080.52,-122100.00000000001,2026-01-07,2026-02-24,222000.0,niumoney
461,42293,段力铭8,光大期货,0.9562,253700.0,-37700.0,-4.38,21.89,75.75,7.56,281.26,2026-01-05,2026-02-24,151600.0,niumoney
462,40318,郭锴,东航期货,0.8675,256900.0,-39200.0,-13.25,26.54,71.74,1043.28,0.0,2026-01-05,2026-02-24,296100.0,niumoney
463,42263,路人走过云下,宝城期货,0.9725,70800.0,-39900.0,-2.75,12.81,77.18,320.2,-1850.0,2026-01-05,2026-02-13,84900.0,niumoney
464,35647,金蚂蚁,德盛期货,0.0023,102.59,-40100.0,-99.77,99.94,0.0,1140.0,0.0,2026-01-06,2026-02-24,153600.0,niumoney
465,37674,月线开仓,中国国际,0.2855,8851.32,-40800.0,-71.45,79.38,61.5,4856.5,0.0,2026-01-05,2026-02-24,42699.99999999999,niumoney
466,41518,曲建伟,大陆期货,0.2242,0.04,-41700.0,-77.58,81.09,61.29,406.44,0.0,2026-01-05,2026-02-13,24900.000000000004,niumoney
467,38112,xdm510,万达期货,0.7164,32599.999999999996,-42000.0,-28.36,40.3,66.36,108.32,0.0,2026-01-06,2026-02-25,33800.0,niumoney
468,41062,赤兔w,华鑫期货,0.7789,64000.0,-42200.0,-22.11,38.78,69.03,117.55,0.0,2026-01-05,2026-02-24,65800.0,niumoney
469,37570,守正出奇,宏源期货,0.751,127800.0,-42500.0,-24.9,31.64,68.63,1463.87,1005.14,2026-01-05,2026-02-25,150900.0,niumoney
470,41698,qwert,中辉期货,0.5725,57500.0,-42900.0,-42.75,50.51,65.14,420.25,0.0,2026-01-05,2026-02-24,100500.0,niumoney
471,39244,老车,徽商期货,0.079,150.65,-43300.0,-92.1,96.66,0.0,2506.4100000000003,36100.0,2026-01-07,2026-02-25,40400.0,niumoney
472,35963,趋势赢家,东航期货,0.3995,53099.99999999999,-44100.0,-60.05,66.5,62.74,6481.35,1749.67,2026-01-05,2026-02-25,94900.0,niumoney
473,40253,冬眠熊熊,上海中期,1.4312,55500.0,-44700.0,43.12,42.36,84.96,8257.94,0.0,2026-01-05,2026-02-24,161900.0,niumoney
474,41051,交易似水,招金期货,0.3718,12200.0,-49500.0,-62.82,62.82,61.7,555.36,15300.0,2026-01-08,2026-02-13,58500.0,niumoney
475,35850,不忘初心,恒银期货,0.8222,251600.0,-54400.00000000001,-17.78,19.15,70.74,0.0,0.0,2026-01-05,2026-02-13,299900.0,niumoney
476,40282,张可欣,东证期货,0.4077,999.72,-56300.0,-59.23,81.5,61.84,19032.2,0.0,2026-01-13,2026-02-24,43800.0,niumoney
477,35649,張記短線,金源期货,0.0144,7270.27,-59400.00000000001,-98.56,98.75,58.16,1889.79,0.0,2026-01-06,2026-02-25,6933.28,niumoney
478,40955,天天1,首创期货,0.4342,47300.00000000001,-61700.0,-56.58,68.97,62.49,228.14,0.0,2026-01-08,2026-02-11,106600.0,niumoney
479,42282,段力铭5,徽商期货,1.0046,293400.0,-63099.99999999999,0.46,22.08,78.01,22.68,28.87,2026-01-05,2026-02-24,151500.0,niumoney
480,36957,雨花石,徽商期货,0.3855,58500.0,-69800.0,-61.45,99.93,0.0,2098.0,1735.0,2026-01-08,2026-02-24,71000.0,niumoney
