rank,uid,nickname,company,net_value,equity,net_profit,profit_rate,max_drawdown,credit_score,total_fee,option_profit,start_date,update_date,start_equity,source
481,38169,海陆空,宏源期货,0.4045,163000.0,-70300.0,-59.55,71.47,61.64,4505.94,-70900.0,2026-01-05,2026-02-24,2434.39,niumoney
482,42122,重来,宏源期货,0.991,229100.0,-71700.0,-0.9,20.16,77.26,1666.77,21000.0,2026-01-05,2026-02-24,78400.0,niumoney
483,42222,dong,北方期货,0.6704,180300.0,-72100.0,-32.96,55.39,65.67,3623.05,689.7,2026-01-06,2026-02-24,219200.00000000003,niumoney
484,41696,JERRYWU,徽商期货,0.7815,117700.0,-75000.0,-21.85,26.76,69.2,1378.2,-17500.0,2026-01-05,2026-02-24,110600.0,niumoney
485,40175,脸大挡悲伤,中财期货,0.5289,97400.0,-75400.0,-47.11,65.68,63.25,1608.31,-9985.0,2026-01-05,2026-02-24,66900.0,niumoney
486,39602,美程巴巴,中辉期货,0.0257,190.85,-75800.0,-97.43,97.43,58.16,1644.2,-51900.00000000001,2026-01-06,2026-02-24,8074.87,niumoney
487,40398,ccL,长安期货,0.7033,189300.0,-80000.0,-29.67,51.49,66.06,8272.95,-223299.99999999997,2026-01-05,2026-02-24,29200.0,niumoney
488,41687,小胖叔叔,徽商期货,0.0092,820.74,-88800.00000000001,-99.08,99.9,57.36,333.19,720.55,2026-02-04,2026-02-24,89600.00000000001,niumoney
489,40056,自在菩提,华安期货,0.414,73600.0,-95600.0,-58.6,60.61,61.86,3388.49,-175500.0,2026-01-06,2026-02-24,6709.7,niumoney
490,41665,毛丑YS,宝城期货,0.6151,166500.0,-108500.0,-38.49,50.22,64.92,790.93,0.0,2026-01-05,2026-02-24,238200.0,niumoney
491,40230,小恶魔,华闻期货,0.1579,28700.0,-123699.99999999999,-84.21,91.14,59.38,5972.36,641.86,2026-01-08,2026-02-24,215700.0,niumoney
492,40716,久度资产,京都期货,0.0102,1341.79,-130000.0,-98.98,98.98,57.42,0.0,0.0,2026-01-05,2026-02-24,131300.0,niumoney
493,41067,福兴1号,银河期货,0.9349,318000.0,-170500.0,-6.51,25.54,73.29,1123.87,0.0,2026-01-05,2026-02-24,234800.0,niumoney
494,34373,心若止水,华安期货,0.0,0.66,-178400.0,-100.0,100.0,56.34,395.18,-16100.000000000002,2026-01-05,2026-02-25,174400.0,niumoney
495,40864,WXY_潘老师,东航期货,0.7979,233500.0,-182399.99999999997,-20.21,34.41,68.97,496.07,0.0,2026-01-08,2026-02-24,291700.0,niumoney
496,40285,一畅,长安期货,0.1967,119600.00000000001,-223100.0,-80.33,83.26,59.77,6011.55,3425.0,2026-01-05,2026-02-24,142500.0,niumoney
497,41604,期权小晴,华安期货,1.0,0.0,-270300.0,0.0,0.0,78.65,0.0,0.0,2026-01-05,2026-02-13,-33800.0,niumoney
498,36956,闲来玩玩,徽商期货,0.0835,20299.999999999996,-294400.0,-91.65,92.07,58.65,90.13,0.0,2026-01-05,2026-02-25,124500.0,niumoney
499,40275,厦门联汇投资,国贸期货,0.9848,224300.0,-358600.0,-1.52,37.69,75.14,112.31,0.0,2026-01-05,2026-02-24,156100.0,niumoney
